title,links,link,summary,published,published_parsed,news_source,news_image,news_imagesize,news_imagemaxwidth,news_imagemaxheight,title_detail.type,title_detail.language,title_detail.base,title_detail.value,summary_detail.type,summary_detail.language,summary_detail.base,summary_detail.value,query
How Google ditched plastic packaging,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.fastcompany.com%2f91137731%2fhow-google-ditched-plastic-packaging&c=13773714858855292247&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.fastcompany.com%2f91137731%2fhow-google-ditched-plastic-packaging&c=13773714858855292247&mkt=en-us,The packaging is now completely plastic-free—just like every other Google electronics package will be in the future as new products launch ... the reality is for many material recovery facilities it ...,"Sun, 09 Jun 2024 17:01:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=9, tm_hour=17, tm_min=1, tm_sec=0, tm_wday=6, tm_yday=161, tm_isdst=0)",Fast Company,http://www.bing.com/th?id=OVFT.2ZU3n3vvDFLTq3HxfuscOi&pid=News,w={0}&h={1}&c=14,700,393,text/plain,,,How Google ditched plastic packaging,text/html,,,The packaging is now completely plastic-free—just like every other Google electronics package will be in the future as new products launch ... the reality is for many material recovery facilities it ...,"https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
A look inside one of the largest recycling facilities in the US,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.msn.com%2fen-us%2fnews%2fus%2fa-look-inside-one-of-the-largest-recycling-facilities-in-the-us%2far-BB1ot4fi&c=16807970627589674407&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.msn.com%2fen-us%2fnews%2fus%2fa-look-inside-one-of-the-largest-recycling-facilities-in-the-us%2far-BB1ot4fi&c=16807970627589674407&mkt=en-us,"Your plastic bottles, jugs, glass jars and other recyclables leave your curb and take quite a journey on their way to be repurposed! The Casella Waste Systems Material Recovery Facility in Charlestown ...","Tue, 18 Jun 2024 15:02:36 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=18, tm_hour=15, tm_min=2, tm_sec=36, tm_wday=1, tm_yday=170, tm_isdst=0)",NBC Boston on MSN,http://www.bing.com/th?id=OVFT.Nv9RFLGyWbKd9G9fTdmAyi&pid=News,w={0}&h={1}&c=14,700,393,text/plain,,,A look inside one of the largest recycling facilities in the US,text/html,,,"Your plastic bottles, jugs, glass jars and other recyclables leave your curb and take quite a journey on their way to be repurposed! The Casella Waste Systems Material Recovery Facility in Charlestown ...","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
Recycling FAQ,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.rit.edu%2fsustainablecampus%2frecycling-faq&c=17820183830922000471&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.rit.edu%2fsustainablecampus%2frecycling-faq&c=17820183830922000471&mkt=en-us,"When materials are properly recycled, they can be made in new products and let raw materials have to be ... Glass that is processed in mixed recycling Material Recovery Facilities (MRF), is typically ...","Thu, 01 Aug 2019 02:08:00 GMT","time.struct_time(tm_year=2019, tm_mon=8, tm_mday=1, tm_hour=2, tm_min=8, tm_sec=0, tm_wday=3, tm_yday=213, tm_isdst=0)",Rochester Institute of Technology,,,,,text/plain,,,Recycling FAQ,text/html,,,"When materials are properly recycled, they can be made in new products and let raw materials have to be ... Glass that is processed in mixed recycling Material Recovery Facilities (MRF), is typically ...","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
Trackers Placed in Amazon Packaging Reveal What Really Happens to Store Drop-Off Recycling,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fgizmodo.com%2fgateway%2ftrackers-placed-in-amazon-packaging-reveal-what-really-1851352607&c=14293307053273207001&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fgizmodo.com%2fgateway%2ftrackers-placed-in-amazon-packaging-reveal-what-really-1851352607&c=14293307053273207001&mkt=en-us,"From there, this plastic, known as “film,” will go to a specialized facility and be turned into new products. The problem ... fraction of Amazon’s plastic packaging makes it to a material recovery ...","Mon, 17 Jun 2024 20:57:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=17, tm_hour=20, tm_min=57, tm_sec=0, tm_wday=0, tm_yday=169, tm_isdst=0)",Gizmodo,http://www.bing.com/th?id=OVFT.YixtM8q2AjdHA7Gpne906y&pid=News,w={0}&h={1}&c=14,200,200,text/plain,,,Trackers Placed in Amazon Packaging Reveal What Really Happens to Store Drop-Off Recycling,text/html,,,"From there, this plastic, known as “film,” will go to a specialized facility and be turned into new products. The problem ... fraction of Amazon’s plastic packaging makes it to a material recovery ...","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
Applying AI-driven sorting to polypropylene recovery,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.recyclingtoday.com%2farticle%2fapplying-ai-driven-sorting-to-polypropylene-recovery%2f&c=12693678836641228433&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.recyclingtoday.com%2farticle%2fapplying-ai-driven-sorting-to-polypropylene-recovery%2f&c=12693678836641228433&mkt=en-us,"Polypropylene has historically been difficult to recover, but it’s one of the biggest revenue opportunities for material recovery facilities (MRFs ... repurposing it into raw material feedstock for ...","Wed, 12 Oct 2022 08:58:00 GMT","time.struct_time(tm_year=2022, tm_mon=10, tm_mday=12, tm_hour=8, tm_min=58, tm_sec=0, tm_wday=2, tm_yday=285, tm_isdst=0)",Recycling Today,,,,,text/plain,,,Applying AI-driven sorting to polypropylene recovery,text/html,,,"Polypropylene has historically been difficult to recover, but it’s one of the biggest revenue opportunities for material recovery facilities (MRFs ... repurposing it into raw material feedstock for ...","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
Inside the Industry Push to Label Your Yogurt Cup ‘Recyclable’,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fgizmodo.com%2fgateway%2finside-the-industry-push-to-label-your-yogurt-cup-recy-1849652108&c=6882283067572922517&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fgizmodo.com%2fgateway%2finside-the-industry-push-to-label-your-yogurt-cup-recy-1849652108&c=6882283067572922517&mkt=en-us,It’s usually less economical to sort out polypropylene for recycling than to simply discard it and make new products from virgin material ... shows that only half of the country’s 373 material ...,"Tue, 18 Jun 2024 05:14:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=18, tm_hour=5, tm_min=14, tm_sec=0, tm_wday=1, tm_yday=170, tm_isdst=0)",Gizmodo,http://www.bing.com/th?id=OVFT.YixtM8q2AjdHA7Gpne906y&pid=News,w={0}&h={1}&c=14,200,200,text/plain,,,Inside the Industry Push to Label Your Yogurt Cup ‘Recyclable’,text/html,,,It’s usually less economical to sort out polypropylene for recycling than to simply discard it and make new products from virgin material ... shows that only half of the country’s 373 material ...,"https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
How the recycling symbol lost its meaning,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.msn.com%2fen-us%2fnews%2fus%2fhow-the-recycling-symbol-lost-its-meaning%2far-BB1o4O5E&c=1764483159793712096&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.msn.com%2fen-us%2fnews%2fus%2fhow-the-recycling-symbol-lost-its-meaning%2far-BB1o4O5E&c=1764483159793712096&mkt=en-us,"Workers sort plastic on the curbside-recyclables processing line at the Green Waste material recovery facility in San Jose, California, in 2019. Aric Crabb / Digital First Media / Bay Area News via ...","Wed, 12 Jun 2024 01:45:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=12, tm_hour=1, tm_min=45, tm_sec=0, tm_wday=2, tm_yday=164, tm_isdst=0)",Grist on MSN,http://www.bing.com/th?id=OVFT.bU0bG-9PbzZ0nXUEBxmfFS&pid=News,w={0}&h={1}&c=14,700,393,text/plain,,,How the recycling symbol lost its meaning,text/html,,,"Workers sort plastic on the curbside-recyclables processing line at the Green Waste material recovery facility in San Jose, California, in 2019. Aric Crabb / Digital First Media / Bay Area News via ...","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
Can Semiconductor Chips be Recycled?,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.azonano.com%2farticle.aspx%3fArticleID%3d6764&c=7769358327941345376&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.azonano.com%2farticle.aspx%3fArticleID%3d6764&c=7769358327941345376&mkt=en-us,"Advancements in semiconductor recycling aim to reduce e-waste and environmental impact, with innovative separation and recovery techniques.","Mon, 24 Jun 2024 04:38:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=24, tm_hour=4, tm_min=38, tm_sec=0, tm_wday=0, tm_yday=176, tm_isdst=0)",AZoNano,http://www.bing.com/th?id=OVFT.l676XgKzjebEGMZfjA2yuy&pid=News,w={0}&h={1}&c=14,700,314,text/plain,,,Can Semiconductor Chips be Recycled?,text/html,,,"Advancements in semiconductor recycling aim to reduce e-waste and environmental impact, with innovative separation and recovery techniques.","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
Striving higher,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.recyclingtoday.com%2farticle%2fhp-striving-higher-recycled-plastics%2f&c=1276254984269191422&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fwww.recyclingtoday.com%2farticle%2fhp-striving-higher-recycled-plastics%2f&c=1276254984269191422&mkt=en-us,"“Part of enabling reuse and recycling is to have source material for all of our new products,” she says of the company ... and Environmental Cleaning Solutions S.A., which operates a material recovery ...","Wed, 01 Jul 2020 05:07:00 GMT","time.struct_time(tm_year=2020, tm_mon=7, tm_mday=1, tm_hour=5, tm_min=7, tm_sec=0, tm_wday=2, tm_yday=183, tm_isdst=0)",Recycling Today,,,,,text/plain,,,Striving higher,text/html,,,"“Part of enabling reuse and recycling is to have source material for all of our new products,” she says of the company ... and Environmental Cleaning Solutions S.A., which operates a material recovery ...","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
Daisy recycling robot now smashes iPhones for speed,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fappleinsider.com%2farticles%2f24%2f06%2f03%2fdaisy-recycling-robot-now-smashes-iphones-for-speed&c=1957001667062521197&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5ce7ac0b4e78ab652b317918332d&url=https%3a%2f%2fappleinsider.com%2farticles%2f24%2f06%2f03%2fdaisy-recycling-robot-now-smashes-iphones-for-speed&c=1957001667062521197&mkt=en-us,"""It's a constant dialogue,"" he continues. ""We learn a ton from the automation team working on the new products, because they're always faced with their own unique set of challenges."" ""We can build ...","Sun, 02 Jun 2024 17:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=2, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=154, tm_isdst=0)",AppleInsider,,,,,text/plain,,,Daisy recycling robot now smashes iPhones for speed,text/html,,,"""It's a constant dialogue,"" he continues. ""We learn a ton from the automation team working on the new products, because they're always faced with their own unique set of challenges."" ""We can build ...","https://www.bing.com/news/search?q=""Material recovery"" ""new products""&format=rss"
