title,links,link,id,guidislink,published,published_parsed,summary,title_detail.type,title_detail.language,title_detail.base,title_detail.value,summary_detail.type,summary_detail.language,summary_detail.base,summary_detail.value,source.href,source.title,query
S&P; Global (SPGI) Q3 2023 Earnings Call Transcript - The Motley Fool,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmZvb2wuY29tL2Vhcm5pbmdzL2NhbGwtdHJhbnNjcmlwdHMvMjAyMy8xMS8wMi9zcC1nbG9iYWwtc3BnaS1xMy0yMDIzLWVhcm5pbmdzLWNhbGwtdHJhbnNjcmlwdC_SAQA?oc=5'}]",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmZvb2wuY29tL2Vhcm5pbmdzL2NhbGwtdHJhbnNjcmlwdHMvMjAyMy8xMS8wMi9zcC1nbG9iYWwtc3BnaS1xMy0yMDIzLWVhcm5pbmdzLWNhbGwtdHJhbnNjcmlwdC_SAQA?oc=5,CBMiamh0dHBzOi8vd3d3LmZvb2wuY29tL2Vhcm5pbmdzL2NhbGwtdHJhbnNjcmlwdHMvMjAyMy8xMS8wMi9zcC1nbG9iYWwtc3BnaS1xMy0yMDIzLWVhcm5pbmdzLWNhbGwtdHJhbnNjcmlwdC_SAQA,False,"Thu, 02 Nov 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=11, tm_mday=2, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=306, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmZvb2wuY29tL2Vhcm5pbmdzL2NhbGwtdHJhbnNjcmlwdHMvMjAyMy8xMS8wMi9zcC1nbG9iYWwtc3BnaS1xMy0yMDIzLWVhcm5pbmdzLWNhbGwtdHJhbnNjcmlwdC_SAQA?oc=5"" target=""_blank"">S&amp;P Global (SPGI) Q3 2023 Earnings Call Transcript</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Motley Fool</font>",text/plain,,,S&P; Global (SPGI) Q3 2023 Earnings Call Transcript - The Motley Fool,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmZvb2wuY29tL2Vhcm5pbmdzL2NhbGwtdHJhbnNjcmlwdHMvMjAyMy8xMS8wMi9zcC1nbG9iYWwtc3BnaS1xMy0yMDIzLWVhcm5pbmdzLWNhbGwtdHJhbnNjcmlwdC_SAQA?oc=5"" target=""_blank"">S&amp;P Global (SPGI) Q3 2023 Earnings Call Transcript</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Motley Fool</font>",https://www.fool.com,The Motley Fool,"https://news.google.com/rss/search?q=""Energy Transition Strategies"" ""new products""+after:2023-11-01+before:2023-11-30"
