title,links,link,id,guidislink,published,published_parsed,summary,title_detail.type,title_detail.language,title_detail.base,title_detail.value,summary_detail.type,summary_detail.language,summary_detail.base,summary_detail.value,source.href,source.title,query
Sustainability Interview Cisco Chief Sustainability Officer - Forrester,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5mb3JyZXN0ZXIuY29tL2Jsb2dzL2ZvcnItdGhlLXBsYW5ldC1zdXN0YWluYWJpbGl0eS1pbnRlcnZpZXctc2VyaWVzLW1hcnktZGUtd3lzb2NraS1jaGllZi1zdXN0YWluYWJpbGl0eS1vZmZpY2VyLWF0LWNpc2NvL9IBAA?oc=5'}]",https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5mb3JyZXN0ZXIuY29tL2Jsb2dzL2ZvcnItdGhlLXBsYW5ldC1zdXN0YWluYWJpbGl0eS1pbnRlcnZpZXctc2VyaWVzLW1hcnktZGUtd3lzb2NraS1jaGllZi1zdXN0YWluYWJpbGl0eS1vZmZpY2VyLWF0LWNpc2NvL9IBAA?oc=5,CBMihgFodHRwczovL3d3dy5mb3JyZXN0ZXIuY29tL2Jsb2dzL2ZvcnItdGhlLXBsYW5ldC1zdXN0YWluYWJpbGl0eS1pbnRlcnZpZXctc2VyaWVzLW1hcnktZGUtd3lzb2NraS1jaGllZi1zdXN0YWluYWJpbGl0eS1vZmZpY2VyLWF0LWNpc2NvL9IBAA,False,"Tue, 07 Mar 2023 08:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=7, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=66, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5mb3JyZXN0ZXIuY29tL2Jsb2dzL2ZvcnItdGhlLXBsYW5ldC1zdXN0YWluYWJpbGl0eS1pbnRlcnZpZXctc2VyaWVzLW1hcnktZGUtd3lzb2NraS1jaGllZi1zdXN0YWluYWJpbGl0eS1vZmZpY2VyLWF0LWNpc2NvL9IBAA?oc=5"" target=""_blank"">Sustainability Interview Cisco Chief Sustainability Officer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forrester</font>",text/plain,,,Sustainability Interview Cisco Chief Sustainability Officer - Forrester,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5mb3JyZXN0ZXIuY29tL2Jsb2dzL2ZvcnItdGhlLXBsYW5ldC1zdXN0YWluYWJpbGl0eS1pbnRlcnZpZXctc2VyaWVzLW1hcnktZGUtd3lzb2NraS1jaGllZi1zdXN0YWluYWJpbGl0eS1vZmZpY2VyLWF0LWNpc2NvL9IBAA?oc=5"" target=""_blank"">Sustainability Interview Cisco Chief Sustainability Officer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forrester</font>",https://www.forrester.com,Forrester,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
Grundfos: Innovation & Inspiration for Sustainable Product Design - Blog - Business & Environment - Harvard Business School,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3Lmhicy5lZHUvZW52aXJvbm1lbnQvYmxvZy9wb3N0L0lGQy1HcnVuZGZvc9IBAA?oc=5'}]",https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3Lmhicy5lZHUvZW52aXJvbm1lbnQvYmxvZy9wb3N0L0lGQy1HcnVuZGZvc9IBAA?oc=5,CBMiNmh0dHBzOi8vd3d3Lmhicy5lZHUvZW52aXJvbm1lbnQvYmxvZy9wb3N0L0lGQy1HcnVuZGZvc9IBAA,False,"Tue, 21 Mar 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=21, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=80, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3Lmhicy5lZHUvZW52aXJvbm1lbnQvYmxvZy9wb3N0L0lGQy1HcnVuZGZvc9IBAA?oc=5"" target=""_blank"">Grundfos: Innovation & Inspiration for Sustainable Product Design - Blog - Business & Environment</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Harvard Business School</font>",text/plain,,,Grundfos: Innovation & Inspiration for Sustainable Product Design - Blog - Business & Environment - Harvard Business School,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3Lmhicy5lZHUvZW52aXJvbm1lbnQvYmxvZy9wb3N0L0lGQy1HcnVuZGZvc9IBAA?oc=5"" target=""_blank"">Grundfos: Innovation & Inspiration for Sustainable Product Design - Blog - Business & Environment</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Harvard Business School</font>",https://www.hbs.edu,Harvard Business School,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
Sustainability Scanner: H&M's Eco-Conscious Shine | The Voice Of Fashion - The Voice of Fashion,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRoZXZvaWNlb2ZmYXNoaW9uLmNvbS9zdXN0YWluYWJpbGl0eS9mZWF0dXJlcy9zdXN0YWluYWJpbGl0eS1zY2FubmVyLWhtcy1lY29jb25zY2lvdXMtc2hpbmUtNTQzN9IBAA?oc=5'}]",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRoZXZvaWNlb2ZmYXNoaW9uLmNvbS9zdXN0YWluYWJpbGl0eS9mZWF0dXJlcy9zdXN0YWluYWJpbGl0eS1zY2FubmVyLWhtcy1lY29jb25zY2lvdXMtc2hpbmUtNTQzN9IBAA?oc=5,CBMibGh0dHBzOi8vd3d3LnRoZXZvaWNlb2ZmYXNoaW9uLmNvbS9zdXN0YWluYWJpbGl0eS9mZWF0dXJlcy9zdXN0YWluYWJpbGl0eS1zY2FubmVyLWhtcy1lY29jb25zY2lvdXMtc2hpbmUtNTQzN9IBAA,False,"Wed, 15 Mar 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=15, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=74, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRoZXZvaWNlb2ZmYXNoaW9uLmNvbS9zdXN0YWluYWJpbGl0eS9mZWF0dXJlcy9zdXN0YWluYWJpbGl0eS1zY2FubmVyLWhtcy1lY29jb25zY2lvdXMtc2hpbmUtNTQzN9IBAA?oc=5"" target=""_blank"">Sustainability Scanner: H&amp;M's Eco-Conscious Shine | The Voice Of Fashion</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Voice of Fashion</font>",text/plain,,,Sustainability Scanner: H&M's Eco-Conscious Shine | The Voice Of Fashion - The Voice of Fashion,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRoZXZvaWNlb2ZmYXNoaW9uLmNvbS9zdXN0YWluYWJpbGl0eS9mZWF0dXJlcy9zdXN0YWluYWJpbGl0eS1zY2FubmVyLWhtcy1lY29jb25zY2lvdXMtc2hpbmUtNTQzN9IBAA?oc=5"" target=""_blank"">Sustainability Scanner: H&amp;M's Eco-Conscious Shine | The Voice Of Fashion</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Voice of Fashion</font>",https://www.thevoiceoffashion.com,The Voice of Fashion,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
GOJO Shares Next Phase of Sustainable Value Strategy - CleanLink,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmNsZWFubGluay5jb20vbmV3cy9hcnRpY2xlL0dPSk8tU2hhcmVzLU5leHQtUGhhc2Utb2YtU3VzdGFpbmFibGUtVmFsdWUtU3RyYXRlZ3ktLS0yOTU3NNIBAA?oc=5'}]",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmNsZWFubGluay5jb20vbmV3cy9hcnRpY2xlL0dPSk8tU2hhcmVzLU5leHQtUGhhc2Utb2YtU3VzdGFpbmFibGUtVmFsdWUtU3RyYXRlZ3ktLS0yOTU3NNIBAA?oc=5,CBMiY2h0dHBzOi8vd3d3LmNsZWFubGluay5jb20vbmV3cy9hcnRpY2xlL0dPSk8tU2hhcmVzLU5leHQtUGhhc2Utb2YtU3VzdGFpbmFibGUtVmFsdWUtU3RyYXRlZ3ktLS0yOTU3NNIBAA,False,"Mon, 27 Mar 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=27, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=86, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmNsZWFubGluay5jb20vbmV3cy9hcnRpY2xlL0dPSk8tU2hhcmVzLU5leHQtUGhhc2Utb2YtU3VzdGFpbmFibGUtVmFsdWUtU3RyYXRlZ3ktLS0yOTU3NNIBAA?oc=5"" target=""_blank"">GOJO Shares Next Phase of Sustainable Value Strategy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CleanLink</font>",text/plain,,,GOJO Shares Next Phase of Sustainable Value Strategy - CleanLink,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmNsZWFubGluay5jb20vbmV3cy9hcnRpY2xlL0dPSk8tU2hhcmVzLU5leHQtUGhhc2Utb2YtU3VzdGFpbmFibGUtVmFsdWUtU3RyYXRlZ3ktLS0yOTU3NNIBAA?oc=5"" target=""_blank"">GOJO Shares Next Phase of Sustainable Value Strategy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CleanLink</font>",https://www.cleanlink.com,CleanLink,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
Watches of Switzerland Group links with circularity-focused ID Genève brand - Fashion Network,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3cuZmFzaGlvbm5ldHdvcmsuY29tL25ld3MvV2F0Y2hlcy1vZi1zd2l0emVybGFuZC1ncm91cC1saW5rcy13aXRoLWNpcmN1bGFyaXR5LWZvY3VzZWQtaWQtZ2VuZXZlLWJyYW5kLDE0OTQ4MDAuaHRtbNIBAA?oc=5'}]",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3cuZmFzaGlvbm5ldHdvcmsuY29tL25ld3MvV2F0Y2hlcy1vZi1zd2l0emVybGFuZC1ncm91cC1saW5rcy13aXRoLWNpcmN1bGFyaXR5LWZvY3VzZWQtaWQtZ2VuZXZlLWJyYW5kLDE0OTQ4MDAuaHRtbNIBAA?oc=5,CBMie2h0dHBzOi8vd3cuZmFzaGlvbm5ldHdvcmsuY29tL25ld3MvV2F0Y2hlcy1vZi1zd2l0emVybGFuZC1ncm91cC1saW5rcy13aXRoLWNpcmN1bGFyaXR5LWZvY3VzZWQtaWQtZ2VuZXZlLWJyYW5kLDE0OTQ4MDAuaHRtbNIBAA,False,"Thu, 09 Mar 2023 08:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=9, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=68, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3cuZmFzaGlvbm5ldHdvcmsuY29tL25ld3MvV2F0Y2hlcy1vZi1zd2l0emVybGFuZC1ncm91cC1saW5rcy13aXRoLWNpcmN1bGFyaXR5LWZvY3VzZWQtaWQtZ2VuZXZlLWJyYW5kLDE0OTQ4MDAuaHRtbNIBAA?oc=5"" target=""_blank"">Watches of Switzerland Group links with circularity-focused ID Genève brand</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fashion Network</font>",text/plain,,,Watches of Switzerland Group links with circularity-focused ID Genève brand - Fashion Network,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3cuZmFzaGlvbm5ldHdvcmsuY29tL25ld3MvV2F0Y2hlcy1vZi1zd2l0emVybGFuZC1ncm91cC1saW5rcy13aXRoLWNpcmN1bGFyaXR5LWZvY3VzZWQtaWQtZ2VuZXZlLWJyYW5kLDE0OTQ4MDAuaHRtbNIBAA?oc=5"" target=""_blank"">Watches of Switzerland Group links with circularity-focused ID Genève brand</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fashion Network</font>",https://ww.fashionnetwork.com,Fashion Network,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
Designtech: Milan's innovation design hub and ecosystem - DesignWanted,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vZGVzaWdud2FudGVkLmNvbS9kZXNpZ250ZWNoLWlubm92YXRpb24tZGVzaWduLWh1Yi1taWxhbi_SAQA?oc=5'}]",https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vZGVzaWdud2FudGVkLmNvbS9kZXNpZ250ZWNoLWlubm92YXRpb24tZGVzaWduLWh1Yi1taWxhbi_SAQA?oc=5,CBMiQGh0dHBzOi8vZGVzaWdud2FudGVkLmNvbS9kZXNpZ250ZWNoLWlubm92YXRpb24tZGVzaWduLWh1Yi1taWxhbi_SAQA,False,"Mon, 27 Mar 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=27, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=86, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vZGVzaWdud2FudGVkLmNvbS9kZXNpZ250ZWNoLWlubm92YXRpb24tZGVzaWduLWh1Yi1taWxhbi_SAQA?oc=5"" target=""_blank"">Designtech: Milan's innovation design hub and ecosystem</a>&nbsp;&nbsp;<font color=""#6f6f6f"">DesignWanted</font>",text/plain,,,Designtech: Milan's innovation design hub and ecosystem - DesignWanted,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vZGVzaWdud2FudGVkLmNvbS9kZXNpZ250ZWNoLWlubm92YXRpb24tZGVzaWduLWh1Yi1taWxhbi_SAQA?oc=5"" target=""_blank"">Designtech: Milan's innovation design hub and ecosystem</a>&nbsp;&nbsp;<font color=""#6f6f6f"">DesignWanted</font>",https://designwanted.com,DesignWanted,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
Award-Winning Designer Satyajit Vetoskar Interacts with IIGJ Students about Sustainable Design - Solitaire International,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMie2h0dHBzOi8vZ2plcGMub3JnL3NvbGl0YWlyZS9hd2FyZC13aW5uaW5nLWRlc2lnbmVyLXNhdHlhaml0LXZldG9za2FyLWludGVyYWN0cy13aXRoLWlpZ2otc3R1ZGVudHMtYWJvdXQtc3VzdGFpbmFibGUtZGVzaWduL9IBAA?oc=5'}]",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vZ2plcGMub3JnL3NvbGl0YWlyZS9hd2FyZC13aW5uaW5nLWRlc2lnbmVyLXNhdHlhaml0LXZldG9za2FyLWludGVyYWN0cy13aXRoLWlpZ2otc3R1ZGVudHMtYWJvdXQtc3VzdGFpbmFibGUtZGVzaWduL9IBAA?oc=5,CBMie2h0dHBzOi8vZ2plcGMub3JnL3NvbGl0YWlyZS9hd2FyZC13aW5uaW5nLWRlc2lnbmVyLXNhdHlhaml0LXZldG9za2FyLWludGVyYWN0cy13aXRoLWlpZ2otc3R1ZGVudHMtYWJvdXQtc3VzdGFpbmFibGUtZGVzaWduL9IBAA,False,"Mon, 27 Mar 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=27, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=86, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vZ2plcGMub3JnL3NvbGl0YWlyZS9hd2FyZC13aW5uaW5nLWRlc2lnbmVyLXNhdHlhaml0LXZldG9za2FyLWludGVyYWN0cy13aXRoLWlpZ2otc3R1ZGVudHMtYWJvdXQtc3VzdGFpbmFibGUtZGVzaWduL9IBAA?oc=5"" target=""_blank"">Award-Winning Designer Satyajit Vetoskar Interacts with IIGJ Students about Sustainable Design</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Solitaire International </font>",text/plain,,,Award-Winning Designer Satyajit Vetoskar Interacts with IIGJ Students about Sustainable Design - Solitaire International,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vZ2plcGMub3JnL3NvbGl0YWlyZS9hd2FyZC13aW5uaW5nLWRlc2lnbmVyLXNhdHlhaml0LXZldG9za2FyLWludGVyYWN0cy13aXRoLWlpZ2otc3R1ZGVudHMtYWJvdXQtc3VzdGFpbmFibGUtZGVzaWduL9IBAA?oc=5"" target=""_blank"">Award-Winning Designer Satyajit Vetoskar Interacts with IIGJ Students about Sustainable Design</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Solitaire International </font>",https://gjepc.org,Solitaire International,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
Secondhand Clothing: A New Trend? - Fibre2fashion.com,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmZpYnJlMmZhc2hpb24uY29tL2luZHVzdHJ5LWFydGljbGUvOTU5NS9zZWNvbmRoYW5kLWNsb3RoaW5nLWEtbmV3LXRyZW5k0gFcaHR0cHM6Ly93d3cuZmlicmUyZmFzaGlvbi5jb20vaW5kdXN0cnktYXJ0aWNsZS85NTk1L3NlY29uZGhhbmQtY2xvdGhpbmctYS1uZXctdHJlbmQ_YW1wPXRydWU?oc=5'}]",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmZpYnJlMmZhc2hpb24uY29tL2luZHVzdHJ5LWFydGljbGUvOTU5NS9zZWNvbmRoYW5kLWNsb3RoaW5nLWEtbmV3LXRyZW5k0gFcaHR0cHM6Ly93d3cuZmlicmUyZmFzaGlvbi5jb20vaW5kdXN0cnktYXJ0aWNsZS85NTk1L3NlY29uZGhhbmQtY2xvdGhpbmctYS1uZXctdHJlbmQ_YW1wPXRydWU?oc=5,CBMiU2h0dHBzOi8vd3d3LmZpYnJlMmZhc2hpb24uY29tL2luZHVzdHJ5LWFydGljbGUvOTU5NS9zZWNvbmRoYW5kLWNsb3RoaW5nLWEtbmV3LXRyZW5k0gFcaHR0cHM6Ly93d3cuZmlicmUyZmFzaGlvbi5jb20vaW5kdXN0cnktYXJ0aWNsZS85NTk1L3NlY29uZGhhbmQtY2xvdGhpbmctYS1uZXctdHJlbmQ_YW1wPXRydWU,False,"Thu, 16 Mar 2023 09:59:40 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=16, tm_hour=9, tm_min=59, tm_sec=40, tm_wday=3, tm_yday=75, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmZpYnJlMmZhc2hpb24uY29tL2luZHVzdHJ5LWFydGljbGUvOTU5NS9zZWNvbmRoYW5kLWNsb3RoaW5nLWEtbmV3LXRyZW5k0gFcaHR0cHM6Ly93d3cuZmlicmUyZmFzaGlvbi5jb20vaW5kdXN0cnktYXJ0aWNsZS85NTk1L3NlY29uZGhhbmQtY2xvdGhpbmctYS1uZXctdHJlbmQ_YW1wPXRydWU?oc=5"" target=""_blank"">Secondhand Clothing: A New Trend?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fibre2fashion.com</font>",text/plain,,,Secondhand Clothing: A New Trend? - Fibre2fashion.com,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmZpYnJlMmZhc2hpb24uY29tL2luZHVzdHJ5LWFydGljbGUvOTU5NS9zZWNvbmRoYW5kLWNsb3RoaW5nLWEtbmV3LXRyZW5k0gFcaHR0cHM6Ly93d3cuZmlicmUyZmFzaGlvbi5jb20vaW5kdXN0cnktYXJ0aWNsZS85NTk1L3NlY29uZGhhbmQtY2xvdGhpbmctYS1uZXctdHJlbmQ_YW1wPXRydWU?oc=5"" target=""_blank"">Secondhand Clothing: A New Trend?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fibre2fashion.com</font>",https://www.fibre2fashion.com,Fibre2fashion.com,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
The recycling reality - Drapers,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmRyYXBlcnNvbmxpbmUuY29tL2luc2lnaHQvYW5hbHlzaXMvZHJhcGVycy1pbnZlc3RpZ2F0ZXMtaG93LWZhc2hpb24tYnVzaW5lc3Nlcy1yZWN5Y2xl0gEA?oc=5'}]",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmRyYXBlcnNvbmxpbmUuY29tL2luc2lnaHQvYW5hbHlzaXMvZHJhcGVycy1pbnZlc3RpZ2F0ZXMtaG93LWZhc2hpb24tYnVzaW5lc3Nlcy1yZWN5Y2xl0gEA?oc=5,CBMiYmh0dHBzOi8vd3d3LmRyYXBlcnNvbmxpbmUuY29tL2luc2lnaHQvYW5hbHlzaXMvZHJhcGVycy1pbnZlc3RpZ2F0ZXMtaG93LWZhc2hpb24tYnVzaW5lc3Nlcy1yZWN5Y2xl0gEA,False,"Fri, 03 Mar 2023 08:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=3, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=62, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmRyYXBlcnNvbmxpbmUuY29tL2luc2lnaHQvYW5hbHlzaXMvZHJhcGVycy1pbnZlc3RpZ2F0ZXMtaG93LWZhc2hpb24tYnVzaW5lc3Nlcy1yZWN5Y2xl0gEA?oc=5"" target=""_blank"">The recycling reality</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Drapers</font>",text/plain,,,The recycling reality - Drapers,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmRyYXBlcnNvbmxpbmUuY29tL2luc2lnaHQvYW5hbHlzaXMvZHJhcGVycy1pbnZlc3RpZ2F0ZXMtaG93LWZhc2hpb24tYnVzaW5lc3Nlcy1yZWN5Y2xl0gEA?oc=5"" target=""_blank"">The recycling reality</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Drapers</font>",https://www.drapersonline.com,Drapers,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
Sustainable Sourcing: Addressing the Environmental and Social Impacts of Apparel Supply Chains - The Textile Magazine,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5pbmRpYW50ZXh0aWxlbWFnYXppbmUuaW4vc3VzdGFpbmFibGUtc291cmNpbmctYWRkcmVzc2luZy10aGUtZW52aXJvbm1lbnRhbC1hbmQtc29jaWFsLWltcGFjdHMtb2YtYXBwYXJlbC1zdXBwbHktY2hhaW5zL9IBAA?oc=5'}]",https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5pbmRpYW50ZXh0aWxlbWFnYXppbmUuaW4vc3VzdGFpbmFibGUtc291cmNpbmctYWRkcmVzc2luZy10aGUtZW52aXJvbm1lbnRhbC1hbmQtc29jaWFsLWltcGFjdHMtb2YtYXBwYXJlbC1zdXBwbHktY2hhaW5zL9IBAA?oc=5,CBMigwFodHRwczovL3d3dy5pbmRpYW50ZXh0aWxlbWFnYXppbmUuaW4vc3VzdGFpbmFibGUtc291cmNpbmctYWRkcmVzc2luZy10aGUtZW52aXJvbm1lbnRhbC1hbmQtc29jaWFsLWltcGFjdHMtb2YtYXBwYXJlbC1zdXBwbHktY2hhaW5zL9IBAA,False,"Wed, 29 Mar 2023 07:00:00 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=29, tm_hour=7, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=88, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5pbmRpYW50ZXh0aWxlbWFnYXppbmUuaW4vc3VzdGFpbmFibGUtc291cmNpbmctYWRkcmVzc2luZy10aGUtZW52aXJvbm1lbnRhbC1hbmQtc29jaWFsLWltcGFjdHMtb2YtYXBwYXJlbC1zdXBwbHktY2hhaW5zL9IBAA?oc=5"" target=""_blank"">Sustainable Sourcing: Addressing the Environmental and Social Impacts of Apparel Supply Chains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Textile Magazine</font>",text/plain,,,Sustainable Sourcing: Addressing the Environmental and Social Impacts of Apparel Supply Chains - The Textile Magazine,text/html,,,"<a href=""https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5pbmRpYW50ZXh0aWxlbWFnYXppbmUuaW4vc3VzdGFpbmFibGUtc291cmNpbmctYWRkcmVzc2luZy10aGUtZW52aXJvbm1lbnRhbC1hbmQtc29jaWFsLWltcGFjdHMtb2YtYXBwYXJlbC1zdXBwbHktY2hhaW5zL9IBAA?oc=5"" target=""_blank"">Sustainable Sourcing: Addressing the Environmental and Social Impacts of Apparel Supply Chains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Textile Magazine</font>",https://www.indiantextilemagazine.in,The Textile Magazine,"https://news.google.com/rss/search?q=""Circular Design"" ""new products""+after:2023-03-01+before:2023-03-31"
