title,links,link,summary,published,published_parsed,news_source,news_image,news_imagesize,news_imagemaxwidth,news_imagemaxheight,title_detail.type,title_detail.language,title_detail.base,title_detail.value,summary_detail.type,summary_detail.language,summary_detail.base,summary_detail.value,query
"U.S. Steel releases sustainability report, touts progress toward net zero carbon emissions","[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.nwitimes.com%2fnews%2flocal%2fu-s-steel-releases-sustainability-report-touts-progress-toward-net-zero-carbon-emissions%2farticle_6e09d226-332f-11ef-a065-af55b5fc6703.html&c=9781502655648614889&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.nwitimes.com%2fnews%2flocal%2fu-s-steel-releases-sustainability-report-touts-progress-toward-net-zero-carbon-emissions%2farticle_6e09d226-332f-11ef-a065-af55b5fc6703.html&c=9781502655648614889&mkt=en-us,Steel’s sustainability strategy is focused on our customers ... which supplies ore to Gary Works. It's invested in new products like a new roofing solution with DuPont and a new non-grain oriented ...,"Mon, 24 Jun 2024 17:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=24, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=176, tm_isdst=0)",The Times of Northwest Indiana,http://www.bing.com/th?id=OVF.AAqQ6knnY4O3NXtOax1vGQ&pid=News,w={0}&h={1}&c=14,520,273,text/plain,,,"U.S. Steel releases sustainability report, touts progress toward net zero carbon emissions",text/html,,,Steel’s sustainability strategy is focused on our customers ... which supplies ore to Gary Works. It's invested in new products like a new roofing solution with DuPont and a new non-grain oriented ...,"https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
Sustainability at the heart of Chem-Trend's future,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.rubbernews.com%2fitec%2fsustainability-heart-chem-trends-future&c=10694476419856623018&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.rubbernews.com%2fitec%2fsustainability-heart-chem-trends-future&c=10694476419856623018&mkt=en-us,"Trend. And since its inception, the company says it has implemented new processes to ensure it uses and produces safer and more sustainable products.","Wed, 19 Jun 2024 05:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=19, tm_hour=5, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=171, tm_isdst=0)",Rubber and Plastics News,http://www.bing.com/th?id=OVFT.urU1GrR9vxmSRTnBvUQVni&pid=News,w={0}&h={1}&c=14,700,367,text/plain,,,Sustainability at the heart of Chem-Trend's future,text/html,,,"Trend. And since its inception, the company says it has implemented new processes to ensure it uses and produces safer and more sustainable products.","https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
Design and sustainability: this furniture brand promotes creative thinking about quality and environment,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fyourstory.com%2f2024%2f06%2fdesign-sustainability-furniture-decor-gaurav-jain-photography&c=7883543141517984985&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fyourstory.com%2f2024%2f06%2fdesign-sustainability-furniture-decor-gaurav-jain-photography&c=7883543141517984985&mkt=en-us,"In our second photo-essay from picturesque Jodhpur, we share more creative highlights from furniture brands Basant and Orange Tree.","Sat, 22 Jun 2024 19:35:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=22, tm_hour=19, tm_min=35, tm_sec=0, tm_wday=5, tm_yday=174, tm_isdst=0)",Your Story,http://www.bing.com/th?id=OVFT.49UNUdX_5Q2YeOyc1Cb7nC&pid=News,w={0}&h={1}&c=14,700,350,text/plain,,,Design and sustainability: this furniture brand promotes creative thinking about quality and environment,text/html,,,"In our second photo-essay from picturesque Jodhpur, we share more creative highlights from furniture brands Basant and Orange Tree.","https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
"This year’s The Tire Cologne show focused on sustainability, use of resources","[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.tirereview.com%2ftire-cologne-show-sustainability%2f&c=16290711996239296705&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.tirereview.com%2ftire-cologne-show-sustainability%2f&c=16290711996239296705&mkt=en-us,"The Tire Cologne trade show based in Cologne, Germany, featured 430 exhibitors from 35 countries with 14,400 participants from 109 countries.","Tue, 18 Jun 2024 09:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=18, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=170, tm_isdst=0)",Tire Review Magazine,http://www.bing.com/th?id=OVFT.0FtSX-f1XBoPVywZMFfSxi&pid=News,w={0}&h={1}&c=14,700,350,text/plain,,,"This year’s The Tire Cologne show focused on sustainability, use of resources",text/html,,,"The Tire Cologne trade show based in Cologne, Germany, featured 430 exhibitors from 35 countries with 14,400 participants from 109 countries.","https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
How Tata Steel is leading sustainability in the steel sector,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2favenuemail.in%2fhow-tata-steel-is-leading-sustainability-in-the-steel-sector%2f&c=5405140777589256373&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2favenuemail.in%2fhow-tata-steel-is-leading-sustainability-in-the-steel-sector%2f&c=5405140777589256373&mkt=en-us,"As a responsible and trusted corporate citizen with a brand name that is recognised and respected within and beyond India’s border, Tata Steel has for the last more than a decade successfully embarked ...","Sun, 23 Jun 2024 05:59:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=23, tm_hour=5, tm_min=59, tm_sec=0, tm_wday=6, tm_yday=175, tm_isdst=0)",avenuemail.in,http://www.bing.com/th?id=OVFT.zK9k7ZygrjX593YfuPbYJC&pid=News,w={0}&h={1}&c=14,700,365,text/plain,,,How Tata Steel is leading sustainability in the steel sector,text/html,,,"As a responsible and trusted corporate citizen with a brand name that is recognised and respected within and beyond India’s border, Tata Steel has for the last more than a decade successfully embarked ...","https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
Small businesses embrace sustainability as a business model thanks to consumer feedback,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2frbj.net%2f2024%2f06%2f20%2fsmall-businesses-embrace-sustainability-as-a-business-model-thanks-to-consumer-feedback%2f&c=17235792200359403102&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2frbj.net%2f2024%2f06%2f20%2fsmall-businesses-embrace-sustainability-as-a-business-model-thanks-to-consumer-feedback%2f&c=17235792200359403102&mkt=en-us,"Based on Google trends, 77% of all shoppers considered sustainability to be an important factor when selecting products last year, an 8% increase from 2021.","Thu, 20 Jun 2024 11:17:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=20, tm_hour=11, tm_min=17, tm_sec=0, tm_wday=3, tm_yday=172, tm_isdst=0)",Rochester Business Journal,http://www.bing.com/th?id=OVFT.zTGm4aLTQcVB386nnFIDbS&pid=News,w={0}&h={1}&c=14,700,393,text/plain,,,Small businesses embrace sustainability as a business model thanks to consumer feedback,text/html,,,"Based on Google trends, 77% of all shoppers considered sustainability to be an important factor when selecting products last year, an 8% increase from 2021.","https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
Prairie Farms celebrates Dairy Month with new products,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.agrinews-pubs.com%2flivestock%2f2024%2f06%2f18%2fprairie-farms-celebrates-dairy-month-with-new-products%2f&c=13270412837329946892&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.agrinews-pubs.com%2flivestock%2f2024%2f06%2f18%2fprairie-farms-celebrates-dairy-month-with-new-products%2f&c=13270412837329946892&mkt=en-us,"National Dairy Month is a time to honor and celebrate the hard work and passion that goes into making Prairie Farms’ award-winning, high-quality dairy products and the ideal opportunity to launch new ...","Wed, 19 Jun 2024 04:10:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=19, tm_hour=4, tm_min=10, tm_sec=0, tm_wday=2, tm_yday=171, tm_isdst=0)",AGRINEWS,http://www.bing.com/th?id=OVFT.GHOyTlo2z5v1TK3IAFdUFC&pid=News,w={0}&h={1}&c=14,700,367,text/plain,,,Prairie Farms celebrates Dairy Month with new products,text/html,,,"National Dairy Month is a time to honor and celebrate the hard work and passion that goes into making Prairie Farms’ award-winning, high-quality dairy products and the ideal opportunity to launch new ...","https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
"QIAGEN publishes 2023 sustainability report, highlighting progress on ESG goals and commitment to sustainable growth","[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fmarkets.businessinsider.com%2fnews%2fstocks%2fqiagen-publishes-2023-sustainability-report-highlighting-progress-on-esg-goals-and-commitment-to-sustainable-growth-1033474134&c=9100842080054133945&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fmarkets.businessinsider.com%2fnews%2fstocks%2fqiagen-publishes-2023-sustainability-report-highlighting-progress-on-esg-goals-and-commitment-to-sustainable-growth-1033474134&c=9100842080054133945&mkt=en-us,Sustainability efforts with high marks from rating agencies ... the ability of QIAGEN to identify and develop new products and to differentiate and protect our products from competitors' products; ...,"Wed, 12 Jun 2024 09:05:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=12, tm_hour=9, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=164, tm_isdst=0)",Business Insider,,,,,text/plain,,,"QIAGEN publishes 2023 sustainability report, highlighting progress on ESG goals and commitment to sustainable growth",text/html,,,Sustainability efforts with high marks from rating agencies ... the ability of QIAGEN to identify and develop new products and to differentiate and protect our products from competitors' products; ...,"https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
SMNYC 2024: Adeia's Serhad Doken Talks Big-Picture Tech Stack Sustainability,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.streamingmedia.com%2fArticles%2fReadArticle.aspx%3fArticleID%3d164643&c=13052109831544577398&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fwww.streamingmedia.com%2fArticles%2fReadArticle.aspx%3fArticleID%3d164643&c=13052109831544577398&mkt=en-us,Streaming Media's Tim Siglin interviews Adeia's Serhad Doken at Streaming Media NYC. Doken discusses the company's focus on inventing solutions for future industry problems. These inventions could ...,"Thu, 20 Jun 2024 06:00:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=20, tm_hour=6, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=172, tm_isdst=0)",Streaming Media Magazine,,,,,text/plain,,,SMNYC 2024: Adeia's Serhad Doken Talks Big-Picture Tech Stack Sustainability,text/html,,,Streaming Media's Tim Siglin interviews Adeia's Serhad Doken at Streaming Media NYC. Doken discusses the company's focus on inventing solutions for future industry problems. These inventions could ...,"https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
"2024 Top Growth Opportunities in ESG, Sustainability, and the Circular Economy","[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fuk.finance.yahoo.com%2fnews%2f2024-top-growth-opportunities-esg-141900661.html&c=7105253881200970423&mkt=en-us'}]",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=667b5cf5d70b444097f497b44bf3706e&url=https%3a%2f%2fuk.finance.yahoo.com%2fnews%2f2024-top-growth-opportunities-esg-141900661.html&c=7105253881200970423&mkt=en-us,"The ""Top 10 Growth Opportunities in ESG, Sustainability, and the Circular Economy, 2024"" report has been added to ResearchAndMarkets.com's offering. This analysis of the top 10 growth opportunities in ...","Tue, 25 Jun 2024 03:19:00 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=25, tm_hour=3, tm_min=19, tm_sec=0, tm_wday=1, tm_yday=177, tm_isdst=0)",Yahoo Finance,,,,,text/plain,,,"2024 Top Growth Opportunities in ESG, Sustainability, and the Circular Economy",text/html,,,"The ""Top 10 Growth Opportunities in ESG, Sustainability, and the Circular Economy, 2024"" report has been added to ResearchAndMarkets.com's offering. This analysis of the top 10 growth opportunities in ...","https://www.bing.com/news/search?q=""Sustainability"" ""new products""&format=rss"
